Iteration	Posterior	Likelihood	Prior	rate_log_sd	root_freqs[1]	root_freqs[2]	tree_length
342	-1279.678	-1497.961	218.2827	1.577838	0.635586	0.364414	1.171393
348	-1276.295	-1494.278	217.9824	1.36452	0.635586	0.364414	1.576775
354	-1271.265	-1488.985	217.7206	1.403511	0.624299	0.375701	1.736448
360	-1282.459	-1500.476	218.017	1.377421	0.624299	0.375701	1.541873
366	-1286.693	-1504.584	217.8913	1.433205	0.6175	0.3825	1.593168
372	-1293.798	-1511.915	218.1163	1.612424	0.572812	0.427188	1.28271
378	-1267.335	-1485.308	217.9721	1.342236	0.572812	0.427188	1.600566
384	-1265.674	-1483.486	217.8124	1.26893	0.635912	0.364088	1.76637
390	-1278.047	-1496.232	218.1851	1.352355	0.656539	0.343461	1.434097
396	-1279.497	-1496.807	217.3097	1.334345	0.562211	0.437789	2.062513
402	-1270.85	-1486.561	215.7113	0.9952439	0.615867	0.384133	3.260171
408	-1277.627	-1493.622	215.9951	0.8876358	0.576312	0.423688	3.155831
414	-1285.825	-1502.158	216.3324	1.010215	0.579308	0.420692	2.880162
420	-1268.967	-1485.324	216.3567	0.9411727	0.658919	0.341081	2.907235
426	-1273.247	-1489.14	215.8934	0.9748564	0.658919	0.341081	3.164441
432	-1267.734	-1484.453	216.7184	1.039286	0.543288	0.456712	2.626544
438	-1276.422	-1493.11	216.6878	1.069896	0.561064	0.438936	2.626544
444	-1285.216	-1502.46	217.2447	0.9873618	0.563306	0.436694	2.32931
450	-1276.389	-1493.639	217.2498	1.016297	0.604616	0.395384	2.307637
456	-1274.932	-1492.928	217.9966	1.19982	0.594583	0.405417	1.685333
462	-1275.474	-1493.812	218.3383	1.463905	0.62686	0.37314	1.22146
468	-1271.894	-1490.265	218.3709	1.411922	0.624574	0.375426	1.237871
474	-1280.427	-1498.343	217.9155	1.39681	0.640023	0.359977	1.602037
480	-1287.932	-1505.996	218.0635	1.409535	0.71079	0.28921	1.483119
486	-1307.527	-1525.533	218.0055	1.579472	0.727139	0.272861	1.397389
492	-1277.604	-1495.335	217.7311	1.044163	0.664974	0.335026	1.97527
498	-1273.518	-1490.442	216.9236	0.9926566	0.522511	0.477489	2.528174
504	-1282.324	-1499.597	217.2723	1.232293	0.611743	0.388257	2.153938
510	-1275.782	-1493.346	217.564	1.148258	0.623436	0.376564	2.01734
516	-1285.68	-1502.824	217.1438	1.298918	0.667853	0.332147	2.194115
522	-1268.882	-1487.262	218.3798	1.786842	0.609463	0.390537	0.8690751
528	-1276.767	-1495.317	218.5495	1.566357	0.643321	0.356679	0.926427
534	-1273.739	-1492.138	218.3994	1.685702	0.666794	0.333206	0.9591731
540	-1268.163	-1486.487	218.3242	1.657448	0.596859	0.403141	1.061624
546	-1279.695	-1498.086	218.3907	1.627014	0.722891	0.277109	1.027038
552	-1276.714	-1495.136	218.4222	1.841005	0.555487	0.444513	0.7411993
558	-1278.64	-1497.097	218.4573	1.841005	0.591943	0.408057	0.6821255
564	-1271.213	-1489.63	218.4172	1.841005	0.629575	0.370425	0.7488941
570	-1269.788	-1488.237	218.4486	1.827289	0.612647	0.387353	0.7211133
576	-1268.793	-1487.222	218.4282	1.863879	0.67672	0.32328	0.6935538
582	-1259.166	-1477.621	218.4543	1.837773	0.67672	0.32328	0.6935538
588	-1269.085	-1487.429	218.3439	1.915595	0.643052	0.356948	0.7469045
594	-1280.667	-1499.098	218.4317	1.903855	0.645311	0.354689	0.5962474
600	-1268.021	-1486.457	218.4352	1.900369	0.664553	0.335447	0.5962474
606	-1270.736	-1489.118	218.382	1.871993	0.574269	0.425731	0.7551205
612	-1281.923	-1500.313	218.39	1.907318	0.574269	0.425731	0.6840556
618	-1275.846	-1494.134	218.2886	2.047803	0.598821	0.401179	0.5936008
624	-1283.31	-1501.577	218.2674	2.082649	0.634928	0.365072	0.5317707
630	-1285.032	-1503.097	218.0648	2.284528	0.623178	0.376822	0.4644253
636	-1283.769	-1501.775	218.0053	2.284528	0.623178	0.376822	0.3437815
642	-1282.386	-1500.69	218.304	2.044068	0.530672	0.469328	0.5455104
648	-1282.268	-1500.535	218.2677	2.080407	0.534071	0.465929	0.5455104
654	-1279.627	-1497.712	218.0846	2.226786	0.546341	0.453659	0.3707321
660	-1280.788	-1499.052	218.264	2.084774	0.699323	0.300677	0.541346
666	-1279.761	-1498.015	218.2547	2.094002	0.668544	0.331456	0.541346
672	-1271.636	-1489.89	218.2537	2.094347	0.629337	0.370663	0.4568942
678	-1280.532	-1498.641	218.1098	2.240622	0.629337	0.370663	0.4722579
684	-1286.663	-1504.681	218.0182	2.286502	0.596598	0.403402	0.3615437
690	-1278.33	-1496.333	218.0026	2.258481	0.700408	0.299592	0.3159909
696	-1278.354	-1496.415	218.0615	2.226385	0.596537	0.403463	0.341732
702	-1276.062	-1494.28	218.218	2.105795	0.675478	0.324522	0.390447
708	-1279.782	-1497.93	218.1485	2.158885	0.675478	0.324522	0.3652041
714	-1276.535	-1494.699	218.1637	2.173203	0.670062	0.329938	0.4181193
720	-1272.814	-1490.985	218.1712	2.173203	0.644326	0.355674	0.4409261
726	-1275.463	-1493.453	217.9908	2.260353	0.514801	0.485199	0.3077831
732	-1267.443	-1485.417	217.9738	2.27742	0.608858	0.391142	0.3077831
738	-1261.488	-1479.504	218.0162	2.268471	0.599773	0.400227	0.3382552
744	-1263.793	-1481.943	218.1504	2.178754	0.621182	0.378818	0.4006526
750	-1269.738	-1487.841	218.1026	2.177643	0.630406	0.369594	0.3337023
756	-1271.702	-1489.744	218.042	2.260739	0.57482	0.42518	0.3591224
762	-1265.532	-1483.517	217.9845	2.267665	0.616023	0.383977	0.3085419
768	-1264.322	-1482.306	217.9845	2.267665	0.616023	0.383977	0.3085419
774	-1267.788	-1485.832	218.0438	2.258707	0.613077	0.386923	0.3588224
780	-1269.101	-1487.254	218.1531	2.170518	0.636641	0.363359	0.3901475
786	-1256.91	-1474.976	218.0658	2.251165	0.636641	0.363359	0.3790255
792	-1266.465	-1484.429	217.9632	2.312432	0.636641	0.363359	0.3292326
798	-1251.366	-1469.362	217.9962	2.279464	0.645488	0.354512	0.3292326
804	-1262.173	-1480.307	218.1347	2.140989	0.606367	0.393633	0.3292326
810	-1271.73	-1490.019	218.2886	2.057843	0.65492	0.34508	0.4490291
816	-1287.185	-1505.46	218.275	2.05585	0.64438	0.35562	0.40416
822	-1287.664	-1506.189	218.5246	1.817514	0.672975	0.327025	0.5736488
828	-1271.468	-1490.021	218.5537	1.711583	0.672975	0.327025	0.7381074
834	-1274.607	-1493.153	218.546	1.771826	0.579189	0.420811	0.6422574
840	-1280.746	-1499.09	218.3433	2.003759	0.724422	0.275578	0.4521943
846	-1274.397	-1492.531	218.1334	2.190771	0.684088	0.315912	0.3911473
852	-1278.118	-1496.164	218.046	2.23117	0.579455	0.420545	0.3307263
858	-1284.566	-1502.687	218.1215	2.178946	0.632491	0.367509	0.3561691
864	-1281.108	-1499.354	218.2465	2.101966	0.635268	0.364732	0.4595493
870	-1284.271	-1502.473	218.2015	2.101966	0.638884	0.361116	0.3599977
876	-1285.571	-1503.684	218.1136	2.189868	0.583345	0.416655	0.3599977
882	-1274.224	-1492.363	218.1389	2.189868	0.632318	0.367682	0.3997926
888	-1274.083	-1492.349	218.2654	2.084726	0.636681	0.363319	0.470485
894	-1268.095	-1486.412	218.3174	2.016201	0.659554	0.340446	0.4101772
900	-1277.206	-1495.458	218.2527	2.080947	0.633757	0.366243	0.4101772
906	-1277.473	-1495.64	218.1675	2.150087	0.633757	0.366243	0.3800039
912	-1268.795	-1486.85	218.0548	2.248906	0.686904	0.313096	0.3603599
918	-1275.857	-1493.912	218.0548	2.248906	0.590064	0.409936	0.3603599
924	-1264.801	-1482.882	218.0807	2.22306	0.638212	0.361788	0.3603599
930	-1269.468	-1487.473	218.0046	2.290319	0.563368	0.436632	0.3495551
936	-1268.467	-1486.534	218.0672	2.227705	0.61003	0.38997	0.3495551
942	-1295.596	-1513.574	217.9777	2.317196	0.658353	0.341647	0.3495551
948	-1280.758	-1498.836	218.0773	2.231655	0.547712	0.452288	0.3672499
954	-1264.729	-1482.806	218.0765	2.209811	0.54302	0.45698	0.3400505
960	-1279.455	-1497.721	218.266	2.084469	0.54302	0.45698	0.4726963
966	-1273.545	-1491.857	218.312	2.040001	0.537733	0.462267	0.4999209
972	-1263.871	-1482.234	218.3621	1.965369	0.537733	0.462267	0.6190238
978	-1281.223	-1499.565	218.3421	1.933746	0.570712	0.429288	0.7211982
984	-1266.732	-1485.148	218.4155	1.780325	0.567314	0.432686	0.8337091
990	-1266.854	-1485.115	218.261	1.733126	0.603964	0.396036	1.049813
996	-1265.382	-1483.98	218.5978	1.619094	0.584024	0.415976	0.8067226
1002	-1276.784	-1495.225	218.4413	1.876709	0.586015	0.413985	0.6418983
1008	-1275.615	-1494.037	218.4225	1.929383	0.650177	0.349823	0.5048613
1014	-1280.06	-1498.635	218.5747	1.746737	0.686474	0.313526	0.6338426
1020	-1279.852	-1498.335	218.4825	1.679366	0.521202	0.478798	0.8747343
1026	-1278.306	-1496.698	218.3921	1.707813	0.534111	0.465889	0.9435229
1032	-1268.494	-1486.995	218.5004	1.762454	0.63828	0.36172	0.7417631
1038	-1271.342	-1489.77	218.4282	1.783433	0.63828	0.36172	0.8136358
1044	-1266.84	-1485.289	218.4494	1.8728	0.63828	0.36172	0.6320772
1050	-1275.441	-1493.803	218.3615	1.962874	0.607156	0.392844	0.6267769
1056	-1269.702	-1488.239	218.5373	1.787389	0.601969	0.398031	0.6259662
1062	-1274.667	-1493.212	218.5448	1.662724	0.605945	0.394055	0.8188505
1068	-1281.764	-1500.171	218.407	1.79826	0.764431	0.235569	0.8218102
1074	-1277.471	-1495.996	218.5246	1.726926	0.551727	0.448273	0.758774
1080	-1284.675	-1501.767	217.0914	2.795799	0.67362	0.32638	0.1587618
1086	-1276.87	-1494.587	217.7168	2.502475	0.641372	0.358628	0.2845854
1092	-1273.717	-1491.405	217.6872	2.478332	0.640086	0.359914	0.2534122
1098	-1282.862	-1500.868	218.006	2.268594	0.62862	0.37138	0.3281644
1104	-1271.287	-1489.125	217.8379	2.440831	0.62862	0.37138	0.3322211
1110	-1282.212	-1500.093	217.8806	2.41456	0.675234	0.324766	0.3498935
1116	-1287.219	-1504.964	217.7446	2.454112	0.675234	0.324766	0.2717263
1122	-1271.057	-1488.392	217.3347	2.632516	0.671269	0.328731	0.1791154
1128	-1261.821	-1479.447	217.6258	2.538902	0.554746	0.445254	0.252983
1134	-1271.698	-1489.265	217.5665	2.538902	0.649901	0.350099	0.2257786
1140	-1270.337	-1488.079	217.742	2.494362	0.658969	0.341031	0.2964696
1146	-1281.306	-1499.303	217.9972	2.276437	0.579355	0.420645	0.3273296
1152	-1266.608	-1484.637	218.0289	2.246918	0.560981	0.439019	0.3293426
1158	-1276.134	-1494.196	218.0626	2.252969	0.560981	0.439019	0.376941
1164	-1277.721	-1495.825	218.1038	2.202794	0.597857	0.402143	0.3640765
1170	-1289.456	-1504.792	215.3359	0.7462181	0.634079	0.365921	3.625504
1176	-1279.723	-1495.686	215.9637	1.048179	0.634079	0.365921	3.078895
1182	-1268.426	-1484.557	216.1304	0.8814692	0.673419	0.326581	3.078895
1188	-1261.093	-1477.174	216.0813	0.8965225	0.664576	0.335424	3.099199
1194	-1266.819	-1482.488	215.6684	0.8402221	0.664576	0.335424	3.376716
1200	-1275.236	-1490.867	215.6309	0.8777001	0.664576	0.335424	3.376716
1206	-1269.451	-1485.182	215.7306	0.8928517	0.594634	0.405366	3.309198
1212	-1265.643	-1481.429	215.7857	0.9101527	0.717934	0.282066	3.266485
1218	-1263.673	-1479.88	216.2067	0.9142712	0.560496	0.439504	3.013669
1224	-1267.415	-1483.459	216.0446	0.8540677	0.730981	0.269019	3.146353
1230	-1273.964	-1489.844	215.8798	0.9541901	0.685071	0.314929	3.184755
1236	-1272.075	-1489.427	217.3526	1.218362	0.587643	0.412357	2.110554
1242	-1270.865	-1488.384	217.5186	1.420954	0.617847	0.382153	1.864228
1248	-1274.781	-1492.402	217.6208	1.180631	0.687488	0.312512	1.957716
1254	-1279.115	-1496.838	217.7228	1.078645	0.681565	0.318435	1.957716
1260	-1281.755	-1499.24	217.4852	1.153045	0.638761	0.361239	2.066294
1266	-1285.43	-1501.964	216.534	1.017192	0.514535	0.485465	2.753399
1272	-1271.23	-1488.263	217.0332	1.033508	0.609508	0.390492	2.433998
1278	-1264.783	-1481.887	217.1046	1.05218	0.543003	0.456997	2.377146
1284	-1268.19	-1485.335	217.1452	1.007797	0.70267	0.29733	2.379483
1290	-1267.112	-1484.539	217.4265	1.088109	0.597767	0.402233	2.147368
1296	-1267.416	-1484.656	217.2395	1.220208	0.631199	0.368801	2.183047
1302	-1264.77	-1482.897	218.1266	1.232762	0.637432	0.362568	1.567665
1308	-1249.826	-1467.883	218.0572	1.40809	0.621839	0.378161	1.488933
1314	-1253.335	-1471.384	218.0485	1.31134	0.548975	0.451025	1.567329
1320	-1257.139	-1475.436	218.2965	1.474023	0.66163	0.33837	1.248153
1326	-1261.935	-1480.329	218.3944	1.45906	0.582214	0.417786	1.17756
1332	-1265.732	-1484.05	218.3187	1.408888	0.633231	0.366769	1.283598
1338	-1265.849	-1484.238	218.3889	1.516853	0.602074	0.397926	1.131457
1344	-1256.353	-1474.586	218.2328	1.516853	0.569462	0.430538	1.265421
1350	-1267.69	-1485.885	218.1956	1.395195	0.741087	0.258913	1.392844
1356	-1260.216	-1478.373	218.1566	1.186231	0.646077	0.353923	1.579793
1362	-1272.656	-1490.556	217.9005	1.44231	0.676048	0.323952	1.579793
1368	-1255.296	-1473.677	218.3808	1.423607	0.697977	0.302023	1.219637
1374	-1266.099	-1484.252	218.1522	1.362186	0.66386	0.33614	1.451758
1380	-1271.073	-1488.99	217.9168	1.34677	0.621122	0.378878	1.637322
1386	-1271.746	-1490.109	218.3631	1.619644	0.610938	0.389062	1.060619
1392	-1270.209	-1488.539	218.3304	1.550776	0.680656	0.319344	1.15328
1398	-1278.588	-1497.017	218.4287	1.715055	0.640734	0.359266	0.8955255
1404	-1278.21	-1496.179	217.9691	1.405843	0.601297	0.398703	1.55619
1410	-1272.073	-1490.286	218.2127	1.451929	0.614345	0.385655	1.334531
1416	-1259.646	-1477.81	218.1635	1.463057	0.61657	0.38343	1.364797
1422	-1266.035	-1484.064	218.0286	1.463057	0.683733	0.316267	1.46901
1428	-1280.668	-1498.589	217.9216	1.25678	0.6734	0.3266	1.698121
1434	-1290.348	-1508.4	218.0515	1.406147	0.675305	0.324695	1.49473
1440	-1279.74	-1498.099	218.3588	1.565907	0.67953	0.32047	1.114356
1446	-1274.293	-1492.746	218.4529	1.417208	0.632431	0.367569	1.16298
1452	-1277.666	-1496.035	218.3696	1.500513	0.609773	0.390227	1.16298
1458	-1271.954	-1490.299	218.3446	1.429958	0.628066	0.371934	1.244758
1464	-1281.207	-1499.317	218.1099	1.453635	0.58909	0.41091	1.41399
1470	-1271.556	-1488.814	217.2581	1.051475	0.605598	0.394402	2.279825
1476	-1273.76	-1490.957	217.1964	1.113203	0.600379	0.399621	2.279825
1482	-1285.369	-1502.102	216.7329	1.261234	0.614363	0.385637	2.479522
1488	-1270.977	-1489.096	218.1191	1.39436	0.555873	0.444127	1.452429
1494	-1279.789	-1498.049	218.26	1.357865	0.691177	0.308823	1.371632
1500	-1264.025	-1482.312	218.287	1.491657	0.663956	0.336044	1.241359
1506	-1263.269	-1481.515	218.2453	1.460273	0.623789	0.376211	1.301515
1512	-1272.559	-1490.932	218.3728	1.480463	0.623789	0.376211	1.177682
1518	-1276.909	-1494.799	217.8907	1.348297	0.539003	0.460997	1.654979
1524	-1286.544	-1503.954	217.4102	1.100156	0.550295	0.449705	2.150183
1530	-1277.28	-1493.923	216.6429	0.880399	0.559057	0.440943	2.770381
1536	-1266.584	-1483.398	216.8141	0.9236995	0.563982	0.436018	2.638857
1542	-1273.334	-1489.869	216.5344	0.9000348	0.65573	0.34427	2.824533
1548	-1274.235	-1491.411	217.1758	1.084452	0.604197	0.395803	2.311378
1554	-1269.921	-1487.432	217.5112	1.221296	0.577713	0.422287	2.003821
1560	-1275.325	-1492.47	217.1447	1.097428	0.64454	0.35546	2.322885
1566	-1290.734	-1508.441	217.7079	1.164364	0.573567	0.426433	1.909989
1572	-1280.242	-1497.266	217.0246	1.269604	0.573567	0.426433	2.28969
1578	-1288.18	-1505.32	217.1401	1.16279	0.573567	0.426433	2.284132
1584	-1281.537	-1498.717	217.1807	1.12212	0.544536	0.455464	2.284132
1590	-1273.02	-1490.548	217.5275	1.262598	0.62502	0.37498	1.965327
1596	-1263.947	-1482.069	218.1226	1.327613	0.62502	0.37498	1.500264
1602	-1278.497	-1496.763	218.2656	1.38245	0.629239	0.370761	1.347741
1608	-1272.471	-1490.802	218.3306	1.444137	0.590287	0.409713	1.244639
1614	-1279.896	-1497.919	218.0227	1.291482	0.587273	0.412727	1.600689
1620	-1269.984	-1487.992	218.0089	1.305316	0.639828	0.360172	1.600689
1626	-1269.111	-1487.12	218.0089	1.305316	0.598835	0.401165	1.600689
1632	-1280.593	-1498.644	218.0513	1.321753	0.699008	0.300992	1.557606
1638	-1270.404	-1488.516	218.1127	1.265711	0.707715	0.292285	1.553688
1644	-1269.371	-1486.417	217.0462	0.9857504	0.627272	0.372728	2.455826
1650	-1275.327	-1492.352	217.0251	1.006821	0.632437	0.367563	2.455826
1656	-1269.134	-1487.303	218.1686	1.165296	0.575819	0.424181	1.586328
1662	-1268.939	-1486.985	218.046	1.287878	0.59629	0.40371	1.586328
1668	-1270	-1487.958	217.958	1.471176	0.516045	0.483955	1.515981
1674	-1280.415	-1498.63	218.2153	1.333647	0.675761	0.324239	1.425294
1680	-1278.089	-1495.656	217.567	1.184327	0.599951	0.400049	1.991286
1686	-1288.499	-1506.016	217.5166	1.234724	0.599951	0.400049	1.991286
1692	-1287.639	-1505.117	217.4773	1.32067	0.593637	0.406363	1.960037
1698	-1278.078	-1495.664	217.5865	1.238805	0.672115	0.327885	1.941683
1704	-1276.318	-1492.808	216.4901	1.166521	0.699116	0.300884	2.688821
1710	-1284.199	-1500.788	216.5891	0.9200515	0.629427	0.370573	2.779065
1716	-1271.04	-1488.563	217.5227	1.106524	0.629427	0.370573	2.072289
1722	-1267.555	-1484.894	217.339	1.123108	0.640451	0.359549	2.181496
1728	-1261.446	-1479.278	217.8315	1.170108	0.672641	0.327359	1.821647
1734	-1272.141	-1489.567	217.4257	1.177142	0.479571	0.520429	2.089611
1740	-1295.969	-1514.263	218.2938	2.056909	0.633929	0.366071	0.4751594
1746	-1290.21	-1508.366	218.1558	2.19489	0.667951	0.332049	0.4751594
1752	-1277.411	-1495.719	218.3077	2.042991	0.664361	0.335639	0.4753496
1758	-1277.235	-1495.542	218.3073	2.042991	0.580978	0.419022	0.471892
1764	-1288.526	-1506.816	218.2903	2.061092	0.646555	0.353445	0.516537
1770	-1281.795	-1500.204	218.409	1.81197	0.675186	0.324814	0.8013781
1776	-1272.017	-1490.437	218.4198	1.889262	0.521149	0.478851	0.6611814
1782	-1273.09	-1491.551	218.4609	1.852992	0.72849	0.27151	0.6508841
1788	-1275.177	-1493.383	218.2051	2.122599	0.705711	0.294289	0.3978585
1794	-1278.999	-1497.203	218.2045	2.123265	0.676967	0.323033	0.3978585
1800	-1272.026	-1490.359	218.3326	2.01875	0.619261	0.380739	0.5183373
1806	-1265.654	-1483.984	218.3291	2.02284	0.612968	0.387032	0.4948278
1812	-1282.489	-1500.796	218.3075	2.037183	0.612968	0.387032	0.4421603
1818	-1286.443	-1504.758	218.3147	2.037183	0.612968	0.387032	0.4920995
1824	-1278.527	-1496.813	218.2858	2.038227	0.532649	0.467351	0.6277389
1830	-1265.385	-1483.803	218.4173	1.928286	0.633104	0.366896	0.5585928
1836	-1276.264	-1494.663	218.3988	1.949293	0.674657	0.325343	0.5452659
1842	-1281.31	-1499.706	218.3955	1.949293	0.641344	0.358656	0.5623046
1848	-1286.876	-1505.378	218.502	1.842826	0.641344	0.358656	0.5623046
1854	-1287.66	-1506.169	218.5087	1.74112	0.654756	0.345244	0.7613325
1860	-1267.676	-1486.128	218.4529	1.741638	0.654756	0.345244	0.835337
1866	-1265.07	-1483.539	218.4695	1.641236	0.551018	0.448982	0.9319446
1872	-1276.493	-1494.895	218.4018	1.624426	0.630687	0.369313	1.0187
1878	-1266.027	-1484.516	218.4892	1.612091	0.698311	0.301689	0.9420622
1884	-1275.438	-1493.22	217.7825	1.496634	0.674565	0.325435	1.626065
1890	-1273.843	-1492.237	218.3936	1.606309	0.598705	0.401295	1.044218
1896	-1264.593	-1482.957	218.3639	1.567028	0.598705	0.401295	1.108672
1902	-1277.406	-1495.818	218.4123	1.809308	0.656387	0.343613	0.8005446
1908	-1265.595	-1483.981	218.3867	1.641258	0.617787	0.382213	1.017016
1914	-1264.373	-1482.792	218.4184	1.624894	0.664054	0.335946	1.001876
1920	-1257.25	-1475.695	218.4456	1.74326	0.673958	0.326042	0.8424016
1926	-1265.777	-1484.17	218.3929	1.869732	0.546077	0.453923	0.742149
1932	-1262.632	-1481.1	218.4681	1.778812	0.582497	0.417503	0.7654622
1938	-1272.824	-1491.156	218.3326	1.65792	0.633978	0.366022	1.05326
1944	-1270.771	-1489.211	218.4397	1.712365	0.668509	0.331491	0.8860058
1950	-1268.518	-1486.892	218.3743	1.660745	0.628124	0.371876	1.009984
1956	-1279.433	-1497.638	218.2045	1.671156	0.609529	0.390471	1.15818
1962	-1266.2	-1484.121	217.921	1.556259	0.609529	0.390471	1.479946
1968	-1275.058	-1493.421	218.3632	1.486	0.549084	0.450916	1.181272
1974	-1273.666	-1491.984	218.3174	1.486	0.549084	0.450916	1.220518
1980	-1264.805	-1482.84	218.0346	1.595252	0.599715	0.400285	1.362211
1986	-1269.407	-1486.596	217.1884	1.230477	0.650751	0.349249	2.209499
1992	-1276.451	-1494.668	218.2171	1.418576	0.622509	0.377491	1.357597
1998	-1259.602	-1476.965	217.3623	1.158701	0.538653	0.461347	2.143238
2004	-1263.904	-1480.596	216.6913	0.9896524	0.708103	0.291897	2.673836
2010	-1268.679	-1486.135	217.456	1.16644	0.57372	0.42628	2.076724
2016	-1274.978	-1492.719	217.7411	1.232526	0.743451	0.256549	1.840871
2022	-1269.006	-1485.703	216.6963	1.02562	0.629015	0.370985	2.648604
2028	-1275.136	-1491.872	216.7355	0.9864031	0.651361	0.348639	2.648604
2034	-1275.172	-1491.869	216.6972	1.024704	0.586747	0.413253	2.648604
2040	-1276.499	-1493.597	217.0973	1.066511	0.586747	0.413253	2.372688
2046	-1292.514	-1510.088	217.5733	1.066511	0.670235	0.329765	2.06531
2052	-1282.292	-1499.804	217.5119	1.246158	0.569304	0.430696	1.98676
2058	-1277.407	-1494.94	217.533	1.208106	0.70715	0.29285	1.99809
2064	-1274.973	-1492.341	217.3679	1.364517	0.692	0.308	2.003895
2070	-1285.408	-1503.695	218.2869	1.281967	0.735161	0.264839	1.409893
2076	-1271.595	-1489.759	218.1645	1.404339	0.510546	0.489454	1.409893
2082	-1273.05	-1491.152	218.1025	1.329063	0.610987	0.389013	1.514209
2088	-1273.625	-1491.48	217.8547	1.342969	0.61369	0.38631	1.684479
