Iteration	Posterior	Likelihood	Prior	rate_log_sd	root_freqs[1]	root_freqs[2]	tree_length
16104	-1279.273	-1496.487	217.2148	1.161272	0.651163	0.348837	2.237101
16110	-1279.392	-1496.711	217.3192	1.052335	0.627811	0.372189	2.240032
16116	-1284.542	-1501.552	217.0099	0.8446924	0.627811	0.372189	2.56654
16122	-1290.166	-1507.162	216.9953	1.179681	0.627811	0.372189	2.365555
16128	-1289.779	-1506.42	216.6409	1.157015	0.55909	0.44091	2.601684
16134	-1277.94	-1494.885	216.9444	0.9715092	0.590493	0.409507	2.528427
16140	-1280.915	-1497.825	216.9105	1.150345	0.615756	0.384244	2.437633
16146	-1277.477	-1495.229	217.752	1.360203	0.699633	0.300367	1.744805
16152	-1269.131	-1487.411	218.28	1.526441	0.527833	0.472167	1.217899
16158	-1280.03	-1498.31	218.28	1.526441	0.605797	0.394203	1.217899
16164	-1285.425	-1503.445	218.0204	1.616343	0.601743	0.398257	1.356758
16170	-1283.882	-1502.213	218.3314	1.844322	0.563515	0.436485	0.8582995
16176	-1273.399	-1491.67	218.2712	1.449277	0.620079	0.379921	1.289381
16182	-1264.167	-1481.882	217.7149	1.149418	0.739928	0.260072	1.915338
16188	-1262.734	-1479.572	216.8377	1.116581	0.550683	0.449317	2.504463
16194	-1264.717	-1481.475	216.7586	1.091531	0.68871	0.31129	2.569304
16200	-1272.694	-1489.007	216.3129	0.7974148	0.522766	0.477234	3.020021
16206	-1273.178	-1488.214	215.0352	0.7689653	0.630122	0.369878	3.786134
16212	-1277.517	-1494.053	216.5359	0.8714347	0.651531	0.348469	2.840967
16218	-1281.409	-1497.777	216.3673	1.040006	0.651531	0.348469	2.840967
16224	-1275.295	-1492.173	216.8779	1.045892	0.651531	0.348469	2.523505
16230	-1275.487	-1491.907	216.4202	0.9415402	0.611614	0.388386	2.868576
16236	-1271.929	-1488.234	216.3045	1.057303	0.611614	0.388386	2.868576
16242	-1275.629	-1492.877	217.2481	1.068808	0.568627	0.431373	2.275102
16248	-1271.724	-1488.374	216.6497	1.102203	0.594113	0.405887	2.630134
16254	-1271.514	-1488.808	217.2941	1.08728	0.594567	0.405433	2.233711
16260	-1271.713	-1488.737	217.0244	0.9756647	0.620439	0.379561	2.475832
16266	-1265.566	-1482.766	217.1991	1.163792	0.626065	0.373935	2.245587
16272	-1267.133	-1483.996	216.8632	0.9364391	0.626065	0.373935	2.600623
16278	-1267.281	-1483.317	216.0364	1.131182	0.629946	0.370054	2.985666
16284	-1272.311	-1490.57	218.2587	1.353784	0.557166	0.442834	1.375833
16290	-1284.484	-1501.345	216.8604	1.019792	0.662284	0.337716	2.550627
16296	-1274.29	-1491.167	216.8763	0.9964735	0.574989	0.425011	2.55527
16302	-1283.078	-1499.406	216.3286	0.9405267	0.586276	0.413724	2.924563
16308	-1271.054	-1487.359	216.3049	0.9721693	0.597686	0.402314	2.919756
16314	-1271.532	-1489.068	217.5357	1.167901	0.657132	0.342868	2.02308
16320	-1287.832	-1504.235	216.403	1.061214	0.603226	0.396774	2.80641
16326	-1275.945	-1493.554	217.6093	1.163918	0.578887	0.421113	1.976686
16332	-1262.052	-1480.202	218.1503	1.242959	0.605039	0.394961	1.542734
16338	-1273.135	-1491.175	218.0402	1.512452	0.627457	0.372543	1.42244
16344	-1272.852	-1491.048	218.1959	1.356701	0.539162	0.460838	1.42244
16350	-1278.3	-1496.573	218.2726	1.488555	0.54436	0.45564	1.255936
16356	-1267.817	-1486.05	218.2325	1.528599	0.523657	0.476343	1.255936
16362	-1275.3	-1492.948	217.6479	1.583616	0.667506	0.332494	1.660315
16368	-1272.12	-1489.959	217.8393	1.350563	0.593605	0.406395	1.690027
16374	-1278.022	-1495.843	217.821	1.113607	0.628911	0.371089	1.867555
16380	-1274.711	-1491.975	217.2643	1.319553	0.60013	0.39987	2.102128
16386	-1259.91	-1478.164	218.2541	1.312358	0.643597	0.356403	1.411743
16392	-1267.673	-1485.911	218.2377	1.336594	0.643597	0.356403	1.405648
16398	-1257.013	-1474.994	217.9815	1.127273	0.6991	0.3009	1.74716
16404	-1272.339	-1489.996	217.6574	1.08546	0.513639	0.486361	1.996958
16410	-1274.322	-1491.376	217.054	1.198089	0.563305	0.436695	2.31656
16416	-1263.272	-1480.323	217.0512	1.163731	0.585716	0.414284	2.340198
16422	-1263.869	-1481.133	217.2648	1.091023	0.585716	0.414284	2.250169
16428	-1274.396	-1490.7	216.3038	0.9874147	0.561014	0.438986	2.911215
16434	-1280.538	-1497.937	217.399	1.149903	0.622658	0.377342	2.124973
16440	-1274.601	-1492.364	217.763	1.211196	0.613712	0.386288	1.840458
16446	-1274.35	-1492.044	217.6941	1.261958	0.5527	0.4473	1.85294
16452	-1279.188	-1497.307	218.1186	1.306428	0.605623	0.394377	1.519091
16458	-1270.858	-1488.866	218.0073	1.31392	0.68668	0.31332	1.595552
16464	-1268.291	-1486.076	217.7858	1.357002	0.668151	0.331849	1.723241
16470	-1269.538	-1487.212	217.673	1.230955	0.668151	0.331849	1.888437
16476	-1271.136	-1487.672	216.5355	1.013331	0.750331	0.249669	2.754818
16482	-1283.609	-1501.988	218.3789	1.635119	0.595422	0.404578	1.030618
16488	-1273.551	-1491.821	218.2698	1.635119	0.625052	0.374948	1.132202
16494	-1284.133	-1501.11	216.9769	1.03623	0.736411	0.263589	2.467649
16500	-1274.615	-1491.541	216.9258	0.9901539	0.621745	0.378255	2.528357
16506	-1281.766	-1498.015	216.2486	1.07255	0.621745	0.378255	2.893172
16512	-1278.937	-1496.696	217.7587	1.120069	0.6156	0.3844	1.905555
16518	-1280.333	-1498.007	217.6745	1.204249	0.713353	0.286647	1.905555
16524	-1291.872	-1509.861	217.9889	1.325013	0.685107	0.314893	1.600896
16530	-1276.55	-1494.662	218.1112	1.297809	0.662368	0.337632	1.531001
16536	-1275.223	-1493.446	218.2235	1.206876	0.59296	0.40704	1.515095
16542	-1273.487	-1491.367	217.8798	1.319443	0.530138	0.469862	1.683304
16548	-1270.654	-1488.662	218.0079	1.319443	0.597819	0.402181	1.591082
16554	-1268.077	-1486.364	218.2865	1.353604	0.597819	0.402181	1.354029
16560	-1278.162	-1496.296	218.1334	1.457208	0.587761	0.412239	1.392971
16566	-1293.982	-1512.018	218.0356	1.446298	0.576076	0.423924	1.476409
16572	-1275.606	-1493.271	217.665	1.273451	0.609234	0.390766	1.864964
16578	-1271.129	-1488.307	217.1779	0.972922	0.604697	0.395303	2.380916
16584	-1266.653	-1483.537	216.8842	0.9714115	0.721213	0.278787	2.565911
16590	-1267.833	-1486.385	218.5517	1.486585	0.580165	0.419835	1.006785
16596	-1268.293	-1486.515	218.2214	1.440601	0.650811	0.349189	1.336633
16602	-1263.944	-1482.283	218.3384	1.570595	0.654143	0.345857	1.128549
16608	-1264.441	-1482.828	218.3873	1.573455	0.489306	0.510694	1.081213
16614	-1263.323	-1481.701	218.3774	1.59027	0.649437	0.350563	1.074786
16620	-1265.398	-1483.845	218.447	1.657582	0.638661	0.361339	0.9385281
16626	-1256.189	-1474.657	218.4683	1.480173	0.641611	0.358389	1.092601
16632	-1266.121	-1484.23	218.1088	1.441265	0.602655	0.397345	1.424387
16638	-1274.143	-1491.812	217.6692	1.352633	0.665077	0.334923	1.807672
16644	-1277.615	-1495.331	217.716	1.30585	0.646582	0.353418	1.807672
16650	-1278.8	-1496.672	217.8724	1.313249	0.646582	0.353418	1.693008
16656	-1282.592	-1500.453	217.8611	1.497885	0.6406	0.3594	1.567967
16662	-1273.138	-1491.545	218.4075	1.607669	0.6406	0.3594	1.029505
16668	-1261.986	-1480.448	218.462	1.607669	0.65507	0.34493	0.9750894
16674	-1263.294	-1481.727	218.433	1.567135	0.664424	0.335576	1.044063
16680	-1277.612	-1495.857	218.2449	1.59897	0.575302	0.424698	1.185821
16686	-1269.243	-1487.456	218.2125	1.549056	0.598314	0.401686	1.255576
16692	-1273.065	-1491.487	218.4219	1.345219	0.66035	0.33965	1.250952
16698	-1278.333	-1496.594	218.261	1.506102	0.57174	0.42826	1.250952
16704	-1272.059	-1490.159	218.0999	1.55554	0.563156	0.436844	1.34187
16710	-1272.379	-1490.274	217.8951	1.391066	0.529262	0.470738	1.620973
16716	-1257.898	-1475.794	217.8968	1.389366	0.584617	0.415383	1.620973
16722	-1281.155	-1498.685	217.5305	2.521307	0.521795	0.478205	0.2055076
16728	-1270.521	-1487.947	217.4259	2.592605	0.569415	0.430585	0.1943931
16734	-1274.168	-1491.632	217.4642	1.455599	0.583166	0.416834	1.87771
16740	-1279.836	-1497.159	217.3227	2.633115	0.678067	0.321933	0.1759881
16746	-1274.934	-1492.257	217.3227	2.633115	0.513978	0.486022	0.1759881
16752	-1306.796	-1523.774	216.9784	1.116566	0.580121	0.419879	2.416169
16758	-1282.307	-1499.587	217.2802	1.153238	0.627471	0.372529	2.20008
16764	-1270.165	-1487.779	217.6144	1.337801	0.772101	0.227899	1.85555
16770	-1279.099	-1497.33	218.2315	1.415729	0.690342	0.309658	1.348428
16776	-1258.611	-1477	218.3887	1.415278	0.614462	0.385538	1.219988
16782	-1257.851	-1476.383	218.5321	1.524263	0.60256	0.39744	0.9887241
16788	-1264.796	-1483.117	218.321	1.358643	0.60256	0.39744	1.322498
16794	-1279.268	-1497.748	218.4799	1.534353	0.617416	0.382584	1.030422
16800	-1266.869	-1484.846	217.9772	1.403993	0.580616	0.419384	1.551575
16806	-1272.341	-1490.768	218.4272	1.356966	0.673466	0.326534	1.236706
16812	-1274.14	-1492.306	218.1663	1.480662	0.642324	0.357676	1.348646
16818	-1263.605	-1481.602	217.9976	1.253957	0.588513	0.411487	1.645947
16824	-1266.346	-1483.652	217.3052	1.169128	0.711025	0.288975	2.173568
16830	-1257.403	-1475.19	217.7866	1.141922	0.573071	0.426929	1.871721
16836	-1276.441	-1493.789	217.3478	1.021351	0.566029	0.433971	2.241548
16842	-1279.688	-1497.259	217.5715	1.091925	0.547401	0.452599	2.049706
16848	-1280.032	-1497.151	217.1182	0.964023	0.812154	0.187846	2.424171
16854	-1269.872	-1485.497	215.6257	0.8118509	0.533875	0.466125	3.418368
16860	-1267.866	-1483.96	216.0938	0.9349565	0.616392	0.383608	3.068828
16866	-1280.386	-1496.586	216.1993	1.103588	0.616392	0.383608	2.904192
16872	-1273.326	-1490.257	216.9304	0.8488972	0.586015	0.413985	2.613211
16878	-1269.408	-1485.867	216.4591	1.010939	0.586015	0.413985	2.80286
16884	-1278.026	-1495.614	217.5886	0.9816308	0.54217	0.45783	2.111055
16890	-1269.942	-1487.2	217.258	1.043529	0.748203	0.251797	2.284985
16896	-1261.201	-1477.174	215.9726	0.9396828	0.615214	0.384786	3.138229
16902	-1272.79	-1489.623	216.8328	0.7778397	0.630786	0.369214	2.717026
16908	-1280.447	-1497.648	217.2001	0.9391891	0.724933	0.275067	2.388188
16914	-1277.231	-1494.157	216.9258	0.9074275	0.64678	0.35322	2.579777
16920	-1283.967	-1500.818	216.8516	1.073648	0.604646	0.395354	2.522609
16926	-1268.802	-1485.571	216.7683	1.15689	0.604646	0.395354	2.522609
16932	-1269.762	-1486.54	216.7776	1.147613	0.570629	0.429371	2.522609
16938	-1276.9	-1494.324	217.4236	1.137227	0.672565	0.327435	2.117209
16944	-1272.586	-1489.933	217.3471	1.213712	0.650571	0.349429	2.117209
16950	-1270.374	-1488.156	217.7823	1.192177	0.650571	0.349429	1.840271
16956	-1284.522	-1501.427	216.9051	1.245303	0.60982	0.39018	2.381179
16962	-1288.002	-1505.024	217.0223	1.115886	0.527092	0.472908	2.388859
16968	-1289.964	-1507.295	217.3305	1.099459	0.502682	0.497318	2.202362
16974	-1294.658	-1511.225	216.5674	1.190458	0.570758	0.429242	2.626423
16980	-1283.677	-1502.026	218.3488	1.781762	0.518733	0.481267	0.9102634
16986	-1272.059	-1490.466	218.4074	1.923229	0.550073	0.449927	0.6104279
16992	-1277.6	-1496.091	218.4908	1.751356	0.516344	0.483656	0.7722291
16998	-1293.299	-1511.674	218.3744	1.739168	0.515993	0.484007	0.9288738
17004	-1286.077	-1504.294	218.216	1.909472	0.640736	0.359264	0.9158542
17010	-1274.889	-1493.249	218.3604	1.765105	0.736484	0.263516	0.9158542
17016	-1273.93	-1492.422	218.4916	1.735281	0.548204	0.451796	0.7933546
17022	-1283.923	-1502.525	218.6021	1.624814	0.646378	0.353622	0.7933546
17028	-1277.64	-1496.221	218.5811	1.645787	0.674442	0.325558	0.7933546
17034	-1274.124	-1492.636	218.5128	1.728261	0.576026	0.423974	0.7738858
17040	-1277.103	-1495.265	218.1614	1.624724	0.646479	0.353521	1.235051
17046	-1266.984	-1485.565	218.5812	1.488669	0.655165	0.344835	0.9749035
17052	-1273.428	-1491.846	218.4186	1.651239	0.658177	0.341823	0.9749622
17058	-1271.33	-1489.806	218.4759	1.547274	0.618618	0.381382	1.021686
17064	-1266.855	-1485.2	218.3442	1.547274	0.618618	0.381382	1.144116
17070	-1272.259	-1490.626	218.3678	1.435907	0.620368	0.379632	1.220255
17076	-1277.509	-1495.655	218.1454	1.523091	0.573236	0.426764	1.331479
17082	-1266.28	-1484.77	218.49	1.456509	0.531413	0.468587	1.094429
17088	-1271.509	-1489.889	218.3807	1.660897	0.507537	0.492463	1.003521
17094	-1265.713	-1484.098	218.3845	1.755541	0.561453	0.438547	0.8997079
17100	-1268.758	-1487.198	218.44	1.734546	0.61067	0.38933	0.8596611
17106	-1260.9	-1479.299	218.3991	1.734546	0.626863	0.373137	0.9068512
17112	-1260.713	-1479.114	218.401	1.734546	0.668997	0.331003	0.9047199
17118	-1251.604	-1469.956	218.3518	1.70058	0.597388	0.402612	0.9927319
17124	-1254.413	-1472.825	218.4123	1.66621	0.6315	0.3685	0.9660081
17130	-1272.531	-1490.992	218.4604	1.563439	0.592455	0.407545	1.02108
17136	-1263.364	-1481.915	218.5509	1.641374	0.622035	0.377965	0.8381216
17142	-1265.487	-1483.87	218.3821	1.602658	0.551808	0.448192	1.058672
17148	-1273.084	-1491.531	218.4467	1.780221	0.594497	0.405503	0.7933933
17154	-1269.122	-1487.712	218.5893	1.658089	0.619258	0.380742	0.7648008
17160	-1278.232	-1496.724	218.4915	1.732954	0.603328	0.396672	0.796648
17166	-1272.039	-1490.46	218.4215	1.81451	0.577774	0.422226	0.780836
17172	-1269.034	-1487.439	218.4052	1.899631	0.716835	0.283165	0.6696774
17178	-1269.356	-1487.828	218.4717	1.684902	0.684706	0.315294	0.8808272
17184	-1262.606	-1480.823	218.2169	1.521405	0.560774	0.439226	1.274783
17190	-1260.117	-1478.723	218.6064	1.511072	0.619028	0.380972	0.9247144
17196	-1269.935	-1488.168	218.2329	1.478404	0.572606	0.427394	1.296936
17202	-1268.982	-1487.597	218.6155	1.579434	0.687358	0.312642	0.8347826
17208	-1272.203	-1490.698	218.4952	1.826136	0.615469	0.384531	0.634197
17214	-1278.038	-1496.534	218.4952	1.826136	0.615469	0.384531	0.634197
17220	-1281.01	-1499.449	218.4385	1.897562	0.680053	0.319947	0.5946157
17226	-1263.248	-1481.678	218.4298	1.88426	0.585154	0.414846	0.6505423
17232	-1278.751	-1497.204	218.4524	1.898619	0.563583	0.436417	0.4785105
17238	-1284.654	-1503.106	218.4524	1.898619	0.556763	0.443237	0.4785105
17244	-1277.751	-1496.283	218.5326	1.743681	0.681381	0.318619	0.7205393
17250	-1263.628	-1482.131	218.5032	1.737477	0.681381	0.318619	0.7743722
17256	-1272.336	-1490.841	218.5044	1.752599	0.566899	0.433101	0.7505982
17262	-1274.301	-1492.846	218.5454	1.711591	0.594997	0.405003	0.7505982
17268	-1274.388	-1492.804	218.4151	1.762147	0.623624	0.376376	0.8564788
17274	-1271.967	-1490.371	218.404	1.773195	0.623624	0.376376	0.8564788
17280	-1271.39	-1489.767	218.3761	1.599565	0.696711	0.303289	1.067293
17286	-1277.029	-1495.234	218.205	1.401488	0.616054	0.383946	1.380574
17292	-1270.863	-1488.695	217.8317	1.401488	0.616054	0.383946	1.659122
17298	-1279.192	-1497.017	217.8252	1.24627	0.581575	0.418425	1.773201
17304	-1285.882	-1503.045	217.1623	1.116987	0.652392	0.347608	2.299229
17310	-1284.495	-1502.226	217.7314	1.093766	0.652392	0.347608	1.941808
17316	-1269.184	-1485.869	216.685	1.105224	0.652392	0.347608	2.606425
17322	-1270.77	-1487.578	216.8081	0.9821532	0.622229	0.377771	2.606425
17328	-1272.016	-1488.747	216.7312	1.05905	0.622229	0.377771	2.606425
17334	-1272.341	-1489.806	217.4649	1.178761	0.648915	0.351085	2.062755
17340	-1275.744	-1492.848	217.1039	1.058583	0.611945	0.388055	2.373501
17346	-1281.159	-1498.542	217.3828	1.167642	0.596382	0.403618	2.123977
17352	-1273.612	-1491.516	217.9037	1.353016	0.631163	0.368837	1.642254
17358	-1276.152	-1493.851	217.6985	1.289417	0.644378	0.355622	1.831048
17364	-1284.745	-1502.758	218.0122	1.366909	0.623075	0.376925	1.553151
17370	-1279.749	-1497.727	217.9783	1.358975	0.711347	0.288653	1.583837
17376	-1283.964	-1502.094	218.1306	1.401893	0.597421	0.402579	1.43793
17382	-1272.702	-1490.771	218.0688	1.296009	0.572264	0.427736	1.563671
17388	-1260.82	-1478.807	217.987	1.339724	0.701624	0.298376	1.591545
17394	-1266.815	-1484.737	217.9217	1.164487	0.591776	0.408224	1.762989
17400	-1275.483	-1493.42	217.9373	1.369377	0.591776	0.408224	1.606156
17406	-1270.147	-1488.111	217.9644	1.351793	0.640033	0.359967	1.599254
17412	-1271.066	-1488.891	217.8251	1.202247	0.640033	0.359967	1.803882
17418	-1261.037	-1478.999	217.9615	1.308872	0.640033	0.359967	1.632384
17424	-1270.114	-1487.024	216.9102	1.142714	0.58206	0.41794	2.442667
17430	-1273.918	-1491.231	217.3133	1.155492	0.644241	0.355759	2.177152
17436	-1271.332	-1489.369	218.0367	1.305409	0.644241	0.355759	1.580354
17442	-1275.821	-1493.776	217.9549	1.413723	0.644241	0.355759	1.5609
17448	-1267.442	-1485.415	217.9723	1.34731	0.625563	0.374437	1.596758
17454	-1263.695	-1481.183	217.4877	1.382905	0.649632	0.350368	1.91109
17460	-1268.028	-1486.028	217.9994	1.198588	0.506966	0.493034	1.684214
17466	-1280.133	-1496.933	216.7999	0.8818099	0.546273	0.453727	2.673374
17472	-1277.941	-1495.126	217.1855	1.118886	0.586081	0.413919	2.283123
17478	-1263.488	-1481.4	217.9122	1.098834	0.613701	0.386299	1.815113
17484	-1272.074	-1489.159	217.0841	1.070968	0.634519	0.365481	2.378183
17490	-1267.657	-1484.718	217.0605	1.094639	0.634519	0.365481	2.378183
17496	-1277.566	-1495.248	217.6822	1.13678	0.656159	0.343841	1.945969
17502	-1285.656	-1503.9	218.2442	1.345157	0.624868	0.375132	1.393985
17508	-1284.61	-1502.612	218.0019	1.526239	0.62262	0.37738	1.441212
17514	-1281.182	-1499.199	218.017	1.406504	0.718811	0.281189	1.520233
17520	-1278.328	-1496.533	218.2051	1.412853	0.596345	0.403655	1.371587
17526	-1274.489	-1492.797	218.3086	1.555836	0.655003	0.344997	1.167951
17532	-1275.901	-1494.173	218.2721	1.270979	0.569191	0.430809	1.429808
17538	-1261.908	-1480.431	218.5229	1.442162	0.600679	0.399321	1.0772
17544	-1279.281	-1497.662	218.3814	1.50803	0.614303	0.385697	1.14595
17550	-1269.589	-1487.97	218.3814	1.50803	0.624972	0.375028	1.14595
17556	-1267.252	-1485.762	218.5103	1.379202	0.566293	0.433707	1.14595
17562	-1284.001	-1502.395	218.3941	1.561273	0.699947	0.300053	1.086278
17568	-1276.487	-1494.755	218.2678	1.732752	0.682107	0.317893	1.043641
17574	-1268.149	-1486.651	218.5013	1.536683	0.566835	0.433165	1.007128
17580	-1267.556	-1486.104	218.548	1.489942	0.641725	0.358275	1.007128
17586	-1286.266	-1504.657	218.3909	1.335658	0.588628	0.411372	1.284477
17592	-1271.376	-1489.693	218.3171	1.485189	0.641278	0.358722	1.221432
17598	-1271.382	-1489.638	218.2551	1.392376	0.601025	0.398975	1.348243
17604	-1270.914	-1487.825	216.9109	1.087028	0.560082	0.439918	2.47715
17610	-1276.099	-1493.445	217.3455	1.11298	0.514562	0.485438	2.183861
17616	-1278.715	-1496.87	218.1548	1.339897	0.524643	0.475357	1.466764
17622	-1276.314	-1494.428	218.1138	1.657254	0.534218	0.465782	1.247638
17628	-1276.054	-1494.606	218.5515	1.521427	0.621415	0.378585	0.971744
17634	-1277.801	-1495.924	218.123	1.432563	0.620751	0.379249	1.420163
17640	-1266.126	-1484.426	218.3004	1.515499	0.725295	0.274705	1.209858
17646	-1267.038	-1484.924	217.8858	1.442626	0.565439	0.434561	1.590306
17652	-1261.197	-1478.67	217.4725	1.375484	0.638738	0.361262	1.926394
17658	-1289.603	-1507.249	217.6461	1.636767	0.621601	0.378399	1.623398
17664	-1282.356	-1500.699	218.3436	1.678055	0.57337	0.42663	1.023204
17670	-1269.434	-1487.805	218.3713	1.644386	0.607011	0.392989	1.028977
17676	-1270.502	-1488.958	218.456	1.620013	0.646159	0.353841	0.9685889
17682	-1278.204	-1496.574	218.3702	1.46675	0.603621	0.396379	1.191792
17688	-1276.63	-1494.902	218.2719	1.458026	0.603621	0.396379	1.281683
17694	-1272.532	-1490.657	218.1254	1.450987	0.604734	0.395266	1.404059
17700	-1294.361	-1512.505	218.1446	1.460237	0.724131	0.275869	1.381884
17706	-1288.354	-1506.468	218.1131	1.551543	0.660144	0.339856	1.33453
17712	-1284.155	-1502.548	218.3926	1.410496	0.623171	0.376829	1.220751
17718	-1273.711	-1491.631	217.9198	1.371316	0.607538	0.392462	1.617388
17724	-1281.336	-1499.394	218.0585	1.339871	0.663819	0.336181	1.538934
17730	-1273.371	-1491.208	217.8374	1.555265	0.61381	0.38619	1.543157
17736	-1280.374	-1498.023	217.6491	1.355268	0.61381	0.38619	1.819715
17742	-1284.308	-1502.696	218.3884	1.961273	0.64502	0.35498	0.5349645
17748	-1288.397	-1506.668	218.2707	2.081146	0.609858	0.390142	0.5075128
17754	-1276.013	-1492.923	216.9107	0.9923569	0.567086	0.432914	2.536417
17760	-1266.731	-1483.821	217.0901	1.10397	0.692907	0.307093	2.353475
17766	-1274.441	-1491.619	217.1782	1.047488	0.671836	0.328164	2.333399
17772	-1284.586	-1501.764	217.1782	1.047488	0.590694	0.409306	2.333399
17778	-1280.222	-1497.589	217.3669	1.249778	0.580601	0.419399	2.080561
17784	-1289.206	-1507.314	218.1078	1.201954	0.664115	0.335885	1.603907
17790	-1286.057	-1504.277	218.2204	1.442138	0.652633	0.347367	1.336224
17796	-1273.832	-1491.992	218.1599	1.466913	0.619247	0.380753	1.364549
17802	-1273.354	-1491.818	218.4634	1.467379	0.566821	0.433179	1.108834
17808	-1281.692	-1500.056	218.364	1.621389	0.62597	0.37403	1.058117
17814	-1269.621	-1488.037	218.4158	1.558709	0.5942	0.4058	1.068338
17820	-1273.394	-1491.717	218.3227	1.632867	0.634043	0.365957	1.086031
17826	-1270.807	-1489.253	218.4461	1.481762	0.634043	0.365957	1.111435
17832	-1276.495	-1494.799	218.3039	1.477748	0.555045	0.444955	1.238831
17838	-1279.319	-1497.734	218.4146	1.5091	0.598146	0.401854	1.115246
17844	-1270.524	-1488.943	218.419	1.397502	0.503632	0.496368	1.209341
17850	-1265.685	-1484.016	218.3308	1.611544	0.58484	0.41516	1.098203
17856	-1269.358	-1486.99	217.6328	1.393995	0.586777	0.413223	1.804256
17862	-1268.788	-1486.593	217.8057	1.289244	0.662268	0.337732	1.756872
17868	-1271.568	-1489.767	218.1989	1.41752	0.5795	0.4205	1.372774
17874	-1285.318	-1503.613	218.2957	1.55403	0.626955	0.373045	1.180749
17880	-1281.624	-1499.41	217.7862	1.429529	0.614436	0.385564	1.671609
17886	-1264.377	-1481.869	217.4925	1.117658	0.587368	0.412632	2.084825
17892	-1274.565	-1492.208	217.6431	1.195492	0.536127	0.463873	1.932763
17898	-1284.066	-1501.147	217.0806	1.159798	0.651102	0.348898	2.324039
17904	-1281.301	-1499.224	217.9229	1.256242	0.688255	0.311745	1.697566
17910	-1274.958	-1492.897	217.9389	1.240287	0.610957	0.389043	1.697566
17916	-1286.253	-1503.745	217.4926	1.19481	0.530558	0.469442	2.03382
17922	-1278.552	-1496.137	217.5853	1.202664	0.601294	0.398706	1.966744
17928	-1278.802	-1495.292	216.4902	0.868471	0.61019	0.38981	2.870474
17934	-1272.283	-1490.461	218.1783	1.452045	0.639006	0.360994	1.361772
17940	-1263.218	-1481.584	218.3658	1.264572	0.639006	0.360994	1.361767
17946	-1262.147	-1479.837	217.6896	1.311788	0.609731	0.390269	1.821768
17952	-1254.452	-1471.731	217.2789	1.152289	0.575511	0.424489	2.201524
17958	-1253.121	-1470.523	217.4021	1.029133	0.575511	0.424489	2.201524
17964	-1257.511	-1474.773	217.2625	1.168756	0.657852	0.342148	2.201524
17970	-1271.744	-1489.147	217.4036	1.027674	0.616435	0.383565	2.201524
17976	-1267.003	-1484.747	217.7435	1.289519	0.666579	0.333421	1.799904
17982	-1261.893	-1479.565	217.672	1.361067	0.610735	0.389265	1.799904
17988	-1264.731	-1482.948	218.2174	1.519858	0.540519	0.459481	1.275682
17994	-1266.042	-1484.216	218.1737	1.461766	0.707853	0.292147	1.357767
18000	-1271.61	-1489.816	218.2063	1.354767	0.647795	0.352205	1.415933
18006	-1279.321	-1496.819	217.4976	1.358319	0.615514	0.384486	1.921033
18012	-1274.811	-1493.106	218.2949	1.483653	0.611437	0.388563	1.241392
18018	-1271.715	-1489.876	218.1609	1.384685	0.681229	0.318771	1.427887
18024	-1268.921	-1485.522	216.6008	0.9334865	0.634384	0.365616	2.76371
18030	-1282.729	-1500.895	218.1664	1.373662	0.621636	0.378364	1.432112
18036	-1282.316	-1500.334	218.0185	1.359082	0.507484	0.492516	1.554275
18042	-1289.076	-1506.792	217.7164	1.367847	0.672265	0.327735	1.764289
18048	-1294.23	-1511.926	217.6958	1.070363	0.69664	0.30336	1.981343
18054	-1278.123	-1495.668	217.5446	1.165498	0.679165	0.320835	2.018747
18060	-1263.51	-1481.082	217.5718	1.183559	0.719155	0.280845	1.988628
18066	-1273.602	-1491.593	217.9909	1.104885	0.674869	0.325131	1.75624
18072	-1287.234	-1504.082	216.8478	1.093285	0.607588	0.392412	2.512673
18078	-1279.679	-1496.032	216.3524	0.933197	0.645884	0.354116	2.914637
18084	-1283.785	-1501.07	217.2851	0.9978444	0.694486	0.305514	2.296829
18090	-1284.634	-1502.048	217.4138	1.142911	0.535198	0.464802	2.119866
18096	-1277.483	-1494.931	217.4473	1.109477	0.602909	0.397091	2.119866
18102	-1275.741	-1493.101	217.3605	1.196256	0.634767	0.365233	2.119866
18108	-1284.243	-1502.034	217.7912	1.354267	0.634767	0.365233	1.72143
18114	-1293.19	-1511.365	218.1753	1.369923	0.596317	0.403683	1.42816
18120	-1284.815	-1503.186	218.3709	1.277807	0.596317	0.403683	1.347198
18126	-1280.704	-1498.418	217.715	1.268755	0.596317	0.403683	1.833939
18132	-1288.816	-1506.78	217.9647	1.356186	0.56943	0.43057	1.595794
18138	-1281.289	-1498.597	217.3081	1.22711	0.601026	0.398974	2.133973
18144	-1274.82	-1493.059	218.2391	1.543949	0.569217	0.430783	1.237607
18150	-1287.312	-1505.717	218.4045	1.717949	0.596224	0.403776	0.9192002
18156	-1277.818	-1496.218	218.3997	1.722812	0.636432	0.363568	0.9192002
18162	-1266.048	-1484.356	218.3082	1.576407	0.604835	0.395165	1.150231
18168	-1263.268	-1481.687	218.4194	1.731506	0.596148	0.403852	0.8872982
18174	-1271.423	-1489.178	217.7554	1.343684	0.633034	0.366966	1.753963
18180	-1274.403	-1492.815	218.4117	1.694909	0.567945	0.432055	0.9364528
