Iteration	Posterior	Likelihood	Prior	rate_log_sd	root_freqs[1]	root_freqs[2]	tree_length
27012	-1287.528	-1505.865	218.3371	2.012858	0.987173	0.012827	0.4685564
27018	-1282.314	-1500.627	218.3134	2.012858	0.987173	0.012827	0.6221453
27024	-1271.09	-1489.428	218.338	1.932284	0.994397	0.0056032	0.7302235
27030	-1279.594	-1497.934	218.3392	1.971117	0.985215	0.0147852	0.658539
27036	-1268.196	-1486.654	218.4579	1.857455	0.979259	0.0207412	0.6477754
27042	-1270.678	-1489.03	218.3519	1.857449	0.999131	0.000869494	0.8165115
27048	-1263.992	-1482.433	218.4401	1.885709	0.999395	0.000605107	0.6233517
27054	-1264.595	-1482.977	218.3824	1.943417	0.999643	0.000357109	0.6233517
27060	-1267.181	-1485.381	218.2002	1.427095	0.999474	0.000525765	1.364231
27066	-1259.394	-1477.372	217.9783	1.546741	0.999339	0.000661125	1.443636
27072	-1269.178	-1487.199	218.0211	1.503898	0.998648	0.00135238	1.443636
27078	-1275.524	-1493.435	217.9112	1.377088	0.996934	0.00306627	1.619483
27084	-1275.324	-1493.714	218.3908	1.580816	0.997446	0.00255416	1.071048
27090	-1273.895	-1492.186	218.2911	1.482868	0.955406	0.0445943	1.245221
27096	-1267.474	-1485.687	218.2127	1.652923	0.940614	0.0593857	1.16697
27102	-1285.723	-1504.159	218.4363	1.577711	0.987661	0.0123388	1.03067
27108	-1272.691	-1491.111	218.4195	1.543775	0.987661	0.0123388	1.078901
27114	-1262.407	-1480.278	217.8715	1.17993	0.981022	0.018978	1.787161
27120	-1272.033	-1488.511	216.4777	1.319306	0.981022	0.018978	2.602254
27126	-1266.798	-1483.05	216.2525	0.8994925	0.992997	0.00700337	2.995056
27132	-1266.045	-1482.128	216.0824	1.005273	0.991564	0.00843597	3.033588
27138	-1274.231	-1490.914	216.6826	1.020124	0.901873	0.0981268	2.660462
27144	-1262.604	-1478.877	216.2734	1.020321	0.957744	0.0422559	2.909738
27150	-1248.912	-1466.075	217.1628	1.076879	0.976693	0.0233069	2.324454
27156	-1252.088	-1468.702	216.614	1.108422	0.971766	0.0282338	2.648339
27162	-1259.132	-1476.571	217.4384	1.268677	0.957896	0.042104	2.020745
27168	-1273.088	-1489.453	216.3651	1.169021	0.942138	0.0578624	2.763805
27174	-1283.692	-1498.17	214.4776	1.016822	0.972185	0.0278151	3.96398
27180	-1275.762	-1491.156	215.3948	0.8692202	0.964216	0.0357838	3.519754
27186	-1269.309	-1486.129	216.8206	0.958848	0.98271	0.0172901	2.613103
27192	-1267.779	-1483.657	215.8783	1.067521	0.978119	0.0218807	3.118292
27198	-1266.146	-1482.306	216.1606	1.073114	0.977237	0.0227627	2.945922
27204	-1258.879	-1475.005	216.1261	1.076898	0.990868	0.0091322	2.964413
27210	-1259.634	-1475.837	216.2033	1.115481	0.993187	0.00681258	2.894573
27216	-1268.914	-1485.314	216.3991	0.9197379	0.990133	0.00986669	2.894573
27222	-1271.234	-1486.275	215.0412	0.9197379	0.970628	0.0293717	3.695683
27228	-1267.476	-1483.33	215.8538	1.244084	0.966595	0.0334052	3.027479
27234	-1266.429	-1481.463	215.0348	1.132697	0.978057	0.0219431	3.575926
27240	-1260.399	-1476.726	216.327	1.113172	0.991402	0.00859765	2.821012
27246	-1264.562	-1481.654	217.0922	1.143096	0.989632	0.0103683	2.327253
27252	-1263.974	-1480.515	216.541	1.048574	0.983743	0.0162567	2.729912
27258	-1259.648	-1476.977	217.3282	1.139489	0.99324	0.00675965	2.177923
27264	-1265.067	-1482.057	216.9893	0.9485021	0.975368	0.0246325	2.514733
27270	-1270.306	-1486.273	215.9661	1.012461	0.975368	0.0246325	3.098763
27276	-1273.311	-1489.852	216.5416	0.9802699	0.981569	0.0184314	2.771269
27282	-1277.286	-1494.135	216.8483	1.001977	0.981569	0.0184314	2.5692
27288	-1270.644	-1487.081	216.437	0.997019	0.978385	0.0216153	2.824763
27294	-1275.338	-1492.297	216.9588	1.190553	0.585938	0.414062	2.381808
27300	-1270.267	-1487.936	217.6695	1.250694	0.585938	0.414062	1.877442
27306	-1280.83	-1498.789	217.9589	1.33214	0.575684	0.424316	1.617476
27312	-1267.743	-1485.034	217.2915	1.054882	0.982888	0.0171124	2.25621
27318	-1270.719	-1487.179	216.4602	1.098056	0.975974	0.0240262	2.749068
27324	-1274.797	-1489.757	214.9606	0.7803175	0.982221	0.0177795	3.822583
27330	-1269.66	-1485.388	215.7282	0.910854	0.991694	0.00830595	3.300012
27336	-1262.213	-1477.436	215.223	0.791477	0.986935	0.0130651	3.664673
27342	-1263.838	-1480.084	216.2456	0.9949157	0.98512	0.01488	2.941797
27348	-1264.044	-1480.797	216.7523	1.187498	0.98512	0.01488	2.51348
27354	-1263.941	-1480.628	216.6864	1.091433	0.983889	0.0161107	2.614086
27360	-1276.792	-1493.447	216.6551	1.047009	0.621564	0.378436	2.660811
27366	-1260.626	-1477.321	216.6954	1.168426	0.625603	0.374397	2.56082
27372	-1260.098	-1477.001	216.9032	1.060035	0.668337	0.331663	2.498835
27378	-1271.713	-1489.059	217.3458	1.233488	0.633301	0.366699	2.1051
27384	-1260.898	-1478.953	218.0551	1.328422	0.637832	0.362168	1.549894
27390	-1259.914	-1477.771	217.8575	1.355852	0.563783	0.436217	1.673284
27396	-1268.969	-1486.707	217.7382	1.376755	0.665548	0.334452	1.742814
27402	-1270.168	-1488.501	218.3333	1.522764	0.99442	0.00557956	1.17526
27408	-1268.032	-1486.301	218.2685	1.618779	0.995504	0.00449581	1.147847
27414	-1270.328	-1487.988	217.6599	1.445815	0.625993	0.374007	1.749332
27420	-1264.068	-1482.424	218.3554	1.384298	0.619799	0.380201	1.273643
27426	-1273.079	-1491.369	218.2899	1.449859	0.563751	0.436249	1.273643
27432	-1267.485	-1485.974	218.4889	1.70569	0.998862	0.00113818	0.8352527
27438	-1261.816	-1480.233	218.4177	1.861269	0.998237	0.00176342	0.7161698
27444	-1253.244	-1471.632	218.3887	1.848432	0.998237	0.00176342	0.7794124
27450	-1259.185	-1477.656	218.4712	1.848432	0.997917	0.002083	0.6381959
27456	-1272.961	-1491.363	218.4023	1.848432	0.996733	0.00326654	0.7599979
27462	-1264.662	-1483.097	218.4353	1.848432	0.970363	0.0296368	0.708092
27468	-1259.525	-1477.807	218.2826	1.961784	0.986655	0.0133446	0.7691736
27474	-1264.096	-1482.358	218.2618	2.06815	0.987335	0.0126646	0.6123196
27480	-1264.5	-1482.808	218.3078	2.042455	0.987335	0.0126646	0.4710481
27486	-1264.711	-1483.027	218.3164	2.029354	0.988759	0.0112409	0.5578985
27492	-1257.638	-1475.903	218.2649	2.076507	0.988759	0.0112409	0.5761542
27498	-1255.348	-1473.671	218.3227	2.014859	0.994488	0.00551201	0.5897778
27504	-1256.516	-1474.85	218.3344	2.014859	0.997027	0.00297319	0.4637809
27510	-1246.34	-1464.412	218.0719	2.259929	0.997347	0.00265322	0.4062181
27516	-1254.188	-1472.253	218.0643	2.259929	0.996024	0.00397578	0.3912724
27522	-1254.611	-1472.68	218.069	2.236741	0.993397	0.00660341	0.3629088
27528	-1258.052	-1476.107	218.0544	2.267485	0.984609	0.0153914	0.3872329
27534	-1254.733	-1472.781	218.048	2.279993	0.97663	0.0233695	0.3983425
27540	-1276.365	-1491.095	214.7305	0.9526131	0.979405	0.0205949	3.855813
27546	-1277.775	-1492.644	214.8683	0.906438	0.978429	0.0215712	3.803115
27552	-1288.599	-1506.761	218.162	2.149221	0.957529	0.0424714	0.6567289
27558	-1279.08	-1497.473	218.3924	1.949478	0.951048	0.0489517	0.5746494
27564	-1264.463	-1480.721	216.2584	1.010959	0.982538	0.0174623	2.924428
27570	-1274.5	-1491.212	216.712	0.9483056	0.982355	0.0176448	2.686532
27576	-1278.54	-1495.877	217.3365	1.249583	0.994536	0.00546446	2.100667
27582	-1282.295	-1500.345	218.0505	2.25457	0.992389	0.00761129	0.3621126
27588	-1284.625	-1502.489	217.8643	2.381241	0.988839	0.0111611	0.3033297
27594	-1287.669	-1505.559	217.8899	2.367944	0.987837	0.0121632	0.313226
27600	-1291.798	-1509.231	217.4332	1.144185	0.639675	0.360325	2.106348
27606	-1280.517	-1497.887	217.3706	1.206736	0.673661	0.326339	2.106348
27612	-1272.076	-1490.044	217.9672	2.313386	0.956063	0.0439368	0.3340475
27618	-1264.386	-1482.423	218.0375	2.243014	0.966083	0.0339173	0.3340475
27624	-1257.493	-1475.408	217.9149	2.348814	0.989562	0.0104383	0.3182742
27630	-1254.301	-1472.27	217.9693	2.303115	0.990984	0.00901627	0.3261273
27636	-1262.252	-1479.92	217.668	2.490402	0.976231	0.0237694	0.2497952
27642	-1253.441	-1471.202	217.7616	2.458857	0.982716	0.0172841	0.2853833
27648	-1253.334	-1471.11	217.7759	2.444567	0.995326	0.00467389	0.2853833
27654	-1260.323	-1476.472	216.149	1.081016	0.99249	0.00751006	2.948122
27660	-1260.822	-1478.599	217.7767	2.488548	0.99584	0.00415967	0.3196287
27666	-1262.219	-1479.918	217.6983	2.488548	0.992654	0.00734551	0.2648632
27672	-1268.966	-1485.65	216.684	1.020662	0.995786	0.00421433	2.659256
27678	-1261.483	-1476.922	215.4392	0.9494676	0.995975	0.00402543	3.446958
27684	-1265.937	-1481.383	215.4461	0.9426016	0.995975	0.00402543	3.446958
27690	-1277.936	-1495.596	217.6601	2.50622	0.99274	0.00725982	0.2537867
27696	-1266.227	-1483.922	217.6951	2.50622	0.997489	0.00251102	0.2732642
27702	-1259.741	-1476.895	217.1535	1.273043	0.998121	0.00187861	2.204529
27708	-1260.641	-1478.195	217.5543	1.178995	0.994922	0.00507807	2.003317
27714	-1271.612	-1489.257	217.6456	1.065526	0.996755	0.00324511	2.018071
27720	-1272.746	-1490.919	218.1732	2.169647	0.992393	0.00760688	0.4355502
27726	-1267.014	-1485.187	218.1732	2.166756	0.982352	0.0176477	0.4263341
27732	-1278.468	-1496.667	218.1993	1.401729	0.536596	0.463404	1.384825
27738	-1268.16	-1486.032	217.8715	1.184499	0.602456	0.397544	1.78397
27744	-1288.594	-1506.344	217.75	1.184499	0.618112	0.381888	1.867634
27750	-1281.085	-1498.742	217.6566	1.232033	0.575077	0.424923	1.89887
27756	-1286.137	-1504.41	218.2722	1.365501	0.660488	0.339512	1.355996
27762	-1260.483	-1478.939	218.4562	1.706769	0.965305	0.0346952	0.8733701
27768	-1258.901	-1477.223	218.3224	1.67867	0.965305	0.0346952	1.04317
27774	-1255.187	-1473.628	218.4414	1.559676	0.988829	0.0111713	1.04317
27780	-1249.516	-1467.602	218.0865	1.517871	0.97548	0.02452	1.382215
27786	-1264.767	-1483.001	218.234	1.517871	0.984831	0.0151686	1.263587
27792	-1278.829	-1494.277	215.4478	1.126257	0.994495	0.00550492	3.338272
27798	-1266.402	-1481.803	215.4013	1.009429	0.992685	0.00731453	3.434075
27804	-1263.208	-1480.447	217.2393	1.166788	0.984005	0.0159955	2.2178
27810	-1267.352	-1484.933	217.5803	1.366898	0.956505	0.0434951	1.859
27816	-1264.143	-1482.135	217.9921	1.399487	0.975767	0.0242332	1.543903
27822	-1276.928	-1492.067	215.1385	0.9458009	0.999207	0.000793308	3.624227
27828	-1278.966	-1494.021	215.0549	0.9616093	0.964658	0.0353423	3.663505
27834	-1266.875	-1483.304	216.429	0.934739	0.96119	0.0388099	2.867419
27840	-1270.261	-1486.784	216.5222	1.078716	0.982642	0.0173575	2.722986
27846	-1262.584	-1477.104	214.5195	0.9180974	0.980796	0.019204	3.996462
27852	-1266.925	-1482.145	215.2201	0.7237283	0.985485	0.0145153	3.705558
27858	-1264.942	-1479.94	214.9983	1.00088	0.983395	0.0166046	3.67353
27864	-1267.627	-1481.575	213.9477	0.6728253	0.992618	0.0073821	4.459851
27870	-1264.712	-1482.96	218.2484	1.443173	0.998265	0.00173536	1.312899
27876	-1272.632	-1490.937	218.3058	1.40284	0.987919	0.0120808	1.299065
27882	-1270.668	-1488.415	217.7464	1.209881	0.985934	0.0140664	1.852727
27888	-1264.732	-1481.769	217.0364	1.159643	0.988754	0.0112461	2.352196
27894	-1276.318	-1492.701	216.383	1.047397	0.985173	0.0148267	2.826943
27900	-1269.087	-1486.16	217.0734	1.201686	0.949967	0.0500331	2.301902
27906	-1267.969	-1484.768	216.7993	1.167272	0.960273	0.0397269	2.496767
27912	-1263.764	-1479.281	215.5167	1.005589	0.973235	0.026765	3.368688
27918	-1270.032	-1485.887	215.855	0.8710705	0.985073	0.014927	3.248639
27924	-1268.245	-1485.152	216.9075	1.080914	0.965579	0.0344212	2.4831
27930	-1264.799	-1481.887	217.0881	1.188759	0.965579	0.0344212	2.30078
27936	-1250.424	-1467.229	216.8042	1.089083	0.995009	0.00499106	2.542478
27942	-1268.649	-1485.503	216.8539	1.263143	0.992541	0.00745926	2.402268
27948	-1263.399	-1480.372	216.9731	1.14387	0.992541	0.00745926	2.402268
27954	-1259.881	-1477.226	217.3443	1.247613	0.991722	0.00827789	2.096816
27960	-1276.259	-1491.426	215.167	0.806084	0.984851	0.0151494	3.688625
27966	-1266.977	-1484.033	217.0566	1.095146	0.988725	0.0112749	2.380271
27972	-1266.592	-1483.095	216.5029	1.003897	0.992433	0.00756672	2.780493
27978	-1280.268	-1496.053	215.7845	1.012962	0.992433	0.00756672	3.206379
27984	-1267.825	-1485.868	218.0434	1.325677	0.98121	0.0187899	1.560518
27990	-1265.682	-1484.072	218.3909	1.602078	0.969403	0.0305971	1.05085
27996	-1253.728	-1472.112	218.3848	1.608261	0.969403	0.0305971	1.05085
28002	-1262.785	-1481.186	218.4009	1.509221	0.969403	0.0305971	1.127534
28008	-1257.606	-1475.956	218.3501	1.624989	0.979214	0.020786	1.067813
28014	-1264.366	-1482.577	218.2108	1.582631	0.985897	0.0141031	1.228875
28020	-1265.205	-1483.423	218.2182	1.670593	0.985897	0.0141031	1.146556
28026	-1261.829	-1480.089	218.2602	1.430869	0.979056	0.0209443	1.313284
28032	-1256.563	-1474.71	218.1468	1.4011	0.97545	0.0245501	1.426056
28038	-1261.079	-1479.112	218.0333	1.479782	0.975306	0.0246944	1.45274
28044	-1271.533	-1488.695	217.1628	1.448495	0.972534	0.027466	2.08406
28050	-1277.583	-1495.171	217.588	1.453219	0.982512	0.0174881	1.794239
28056	-1262.659	-1480.709	218.0505	1.511963	0.978075	0.0219246	1.414864
28062	-1257.485	-1475.722	218.2368	1.706108	0.988208	0.0117922	1.097749
28068	-1269.397	-1487.675	218.2781	1.664808	0.991407	0.00859274	1.097749
28074	-1273.188	-1491.609	218.4214	1.467784	0.996039	0.00396096	1.146162
28080	-1254.391	-1472.432	218.0406	1.397162	0.997951	0.00204906	1.509639
28086	-1254.869	-1472.846	217.9769	1.220367	0.997951	0.00204906	1.684726
28092	-1254.321	-1471.126	216.8046	1.134056	0.995198	0.00480199	2.514195
28098	-1263.417	-1480.001	216.5846	0.9948416	0.990536	0.00946424	2.736083
28104	-1282.266	-1499.15	216.8843	1.200212	0.988525	0.0114749	2.422732
28110	-1264.62	-1482.569	217.9486	1.403066	0.608267	0.391733	1.573334
28116	-1273.761	-1491.959	218.1979	1.361925	0.608267	0.391733	1.416854
28122	-1273.254	-1490.243	216.9882	1.226764	0.982572	0.0174281	2.340172
28128	-1278.701	-1496.185	217.4839	1.25489	0.982998	0.0170019	1.999645
28134	-1264.307	-1481.07	216.7635	1.08812	0.67972	0.32028	2.56836
28140	-1259.475	-1477.073	217.5975	1.281502	0.985384	0.0146156	1.9054
28146	-1267.027	-1484.526	217.4989	1.402505	0.994375	0.0056247	1.890213
28152	-1277.265	-1493.569	216.3034	0.8704905	0.625889	0.374111	2.981919
28158	-1276.766	-1494.132	217.3659	1.04391	0.593768	0.406232	2.215396
28164	-1274.538	-1491.567	217.0292	1.286313	0.630004	0.369996	2.275993
28170	-1263.915	-1481.78	217.8652	1.34951	0.999444	0.000556061	1.67228
28176	-1261.304	-1478.907	217.6028	1.290032	0.999566	0.000433851	1.896027
28182	-1259.898	-1476.858	216.9604	1.200124	0.999307	0.000693281	2.374754
28188	-1256.384	-1472.491	216.1075	0.8233129	0.999059	0.000941394	3.127235
28194	-1266.768	-1482.799	216.0307	0.9756757	0.999255	0.000745033	3.082209
28200	-1265.239	-1481.092	215.8533	0.9908627	0.999115	0.000884581	3.178693
28206	-1266.721	-1482.929	216.2076	1.116197	0.952513	0.0474868	2.891562
28212	-1272.552	-1488.384	215.8327	0.987506	0.700532	0.299468	3.192944
28218	-1265.581	-1482.232	216.651	1.067901	0.682678	0.317322	2.650503
28224	-1277.332	-1492.424	215.0921	0.89193	0.97491	0.0250903	3.682334
28230	-1278.662	-1494.162	215.5006	0.9393746	0.994141	0.00585918	3.416928
28236	-1285.72	-1501.897	216.1766	0.9479415	0.993717	0.00628347	3.011523
28242	-1281.616	-1496.864	215.2477	1.031409	0.993717	0.00628347	3.510965
28248	-1286.498	-1502.391	215.8927	1.102852	0.994044	0.00595605	3.088672
28254	-1274.729	-1490.67	215.9408	0.9552122	0.994044	0.00595605	3.14794
28260	-1275.621	-1493.351	217.7303	1.224182	0.595483	0.404517	1.85398
28266	-1277.315	-1494.913	217.5982	1.256065	0.580315	0.419685	1.922171
28272	-1265.99	-1483.579	217.5887	1.0112	0.556652	0.443348	2.091569
28278	-1270.144	-1487.132	216.9887	0.9965796	0.62676	0.37324	2.485058
28284	-1278.196	-1495.1	216.9041	1.130109	0.613017	0.386983	2.454413
28290	-1268.738	-1486.127	217.3887	1.221372	0.613017	0.386983	2.084909
28296	-1270.758	-1488.903	218.1456	1.366347	0.635894	0.364106	1.453638
28302	-1278.102	-1496.416	218.3135	1.39228	0.582716	0.417284	1.301351
28308	-1272.982	-1491.586	218.604	1.580634	0.562935	0.437065	0.8475149
28314	-1275.883	-1492.778	216.8943	1.102261	0.984618	0.0153819	2.478033
28320	-1274.285	-1491.816	217.531	1.221519	0.990411	0.00958885	1.990509
28326	-1263.763	-1479.856	216.0926	1.105015	0.98926	0.0107398	2.967618
28332	-1260.635	-1477.396	216.7604	1.109844	0.98926	0.0107398	2.556803
28338	-1262.45	-1479.118	216.6671	1.249916	0.983051	0.0169493	2.527725
28344	-1272.863	-1489.799	216.9361	0.9808437	0.980321	0.0196786	2.527725
28350	-1278.137	-1495.113	216.9763	1.310103	0.983359	0.016641	2.294652
28356	-1254.607	-1470.843	216.2362	1.013778	0.984857	0.0151433	2.936107
28362	-1271.264	-1488.123	216.8591	1.178069	0.990729	0.00927057	2.452568
28368	-1261.523	-1478.666	217.1427	1.032812	0.996059	0.00394057	2.365237
28374	-1269.109	-1485.951	216.8419	1.149346	0.988534	0.0114655	2.481363
28380	-1278.946	-1495.852	216.9057	1.327621	0.990276	0.00972404	2.328496
28386	-1273.161	-1489.895	216.7344	1.219971	0.984089	0.0159105	2.504397
28392	-1267.429	-1484.861	217.4321	1.309511	0.996798	0.0032025	1.997798
28398	-1262.96	-1478.863	215.9037	1.019662	0.983265	0.0167348	3.131687
28404	-1271.982	-1488.898	216.9158	1.257376	0.958208	0.0417923	2.366754
28410	-1257.308	-1472.962	215.6541	0.919563	0.975813	0.0241873	3.338514
28416	-1258.07	-1474.015	215.9446	0.8579071	0.99472	0.00527978	3.203427
28422	-1257.039	-1473.485	216.4458	1.059487	0.99712	0.00288011	2.781399
28428	-1264.561	-1481.799	217.2379	1.338759	0.998145	0.00185484	2.106802
28434	-1264.678	-1481.303	216.6252	1.13002	0.991092	0.00890794	2.628064
28440	-1276.475	-1494.122	217.6469	1.346972	0.974404	0.025596	1.826962
28446	-1282.973	-1500.247	217.2747	1.346972	0.972612	0.0273881	2.077222
28452	-1271.878	-1489.089	217.211	1.229106	0.979372	0.0206275	2.195778
28458	-1255.025	-1472.393	217.3679	1.231568	0.979372	0.0206275	2.091845
28464	-1254.436	-1472.378	217.9421	1.322753	0.977841	0.0221592	1.636362
28470	-1250.555	-1468.202	217.6468	1.188712	0.997294	0.00270582	1.934795
28476	-1257.924	-1474.24	216.3159	1.103928	0.995892	0.0041076	2.833371
28482	-1254.843	-1471.39	216.5464	1.104819	0.99163	0.00836983	2.692088
28488	-1250.852	-1468.548	217.6961	1.300534	0.997895	0.00210502	1.825015
28494	-1266.793	-1485.159	218.3656	1.491974	0.998045	0.00195451	1.173938
28500	-1259.75	-1476.035	216.2852	1.102025	0.997656	0.00234433	2.853135
28506	-1258.251	-1474.476	216.2243	0.9638328	0.995062	0.00493828	2.973351
28512	-1266.169	-1484.637	218.4685	1.547709	0.998276	0.0017239	1.028524
28518	-1260.436	-1478.76	218.3237	1.535003	0.996782	0.00321792	1.172962
28524	-1269.669	-1485.467	215.7974	0.7794605	0.991136	0.0088642	3.336631
28530	-1275.408	-1491.345	215.9363	0.7247383	0.988828	0.0111722	3.287028
28536	-1278.6	-1494.68	216.0798	0.7878354	0.988685	0.0113152	3.164785
28542	-1275.322	-1490.415	215.0932	1.074865	0.989505	0.010495	3.57561
28548	-1260.2	-1475.312	215.1122	0.7980349	0.989505	0.010495	3.724972
28554	-1270.009	-1485.977	215.9677	1.075482	0.989505	0.010495	3.060215
28560	-1267.348	-1483.708	216.3604	0.9089368	0.989505	0.010495	2.924475
28566	-1273.102	-1489.811	216.7091	1.179547	0.989112	0.0108884	2.545379
28572	-1262.067	-1478.482	216.4148	1.060242	0.983627	0.0163732	2.799793
28578	-1260.166	-1476.537	216.3705	0.8158909	0.977156	0.0228439	2.974384
28584	-1268.287	-1483.859	215.5718	1.095549	0.984194	0.0158056	3.283284
28590	-1271.545	-1484.718	213.1723	0.7005312	0.994128	0.00587153	4.878582
28596	-1267.418	-1482.403	214.9852	1.019764	0.995816	0.00418426	3.670187
28602	-1257.939	-1474.778	216.8385	1.106772	0.997398	0.00260226	2.510067
28608	-1278.435	-1495.438	217.0029	1.109058	0.997867	0.00213317	2.405457
28614	-1273.601	-1490.543	216.9428	1.112507	0.99737	0.00262968	2.441119
28620	-1273.048	-1489.882	216.834	1.202491	0.986247	0.0137531	2.452959
28626	-1276.467	-1493.531	217.0644	1.070935	0.990707	0.00929256	2.390712
28632	-1263.27	-1479.837	216.5669	1.180145	0.994354	0.00564565	2.633099
28638	-1257.35	-1474.092	216.7415	1.072599	0.993589	0.00641118	2.591689
28644	-1261.74	-1479.014	217.2748	1.345154	0.996054	0.00394598	2.078353
28650	-1264.156	-1481.503	217.347	1.272964	0.99668	0.00331988	2.078353
28656	-1267.439	-1483.07	215.6308	0.9663752	0.995273	0.00472671	3.324656
28662	-1266.917	-1482.855	215.9383	0.9027279	0.995715	0.00428476	3.180583
28668	-1264.224	-1481.562	217.3384	1.064649	0.999701	0.000298578	2.219716
28674	-1257.534	-1474.918	217.3844	1.14843	0.999727	0.00027329	2.135464
28680	-1256.753	-1471.31	214.5564	0.9338808	0.999808	0.000192116	3.966368
28686	-1256.869	-1473.744	216.8748	1.032167	0.999252	0.000747895	2.533984
28692	-1251.454	-1467.525	216.0708	1.035932	0.999499	0.000501001	3.022173
28698	-1252.791	-1469.372	216.5808	1.141109	0.999499	0.000501001	2.64864
28704	-1252.865	-1469.359	216.4945	0.9436589	0.997437	0.00256292	2.822238
28710	-1258.334	-1473.812	215.4774	0.7571738	0.998394	0.00160632	3.536887
28716	-1267.26	-1484.263	217.003	0.8986018	0.997896	0.00210431	2.537284
28722	-1261.407	-1477.354	215.947	0.8986018	0.998404	0.00159647	3.177854
28728	-1276.107	-1492.599	216.4921	1.129926	0.986782	0.0132182	2.710002
28734	-1280.902	-1497.532	216.6295	1.151329	0.994189	0.00581134	2.612279
28740	-1268.237	-1485.331	217.094	1.182296	0.992889	0.00711096	2.301104
28746	-1263.868	-1480.061	216.1927	1.00058	0.990753	0.00924714	2.970216
28752	-1269.005	-1486.173	217.1675	1.14998	0.996878	0.00312195	2.274728
28758	-1267.678	-1484.931	217.2526	1.14998	0.997777	0.0022233	2.220026
28764	-1261.517	-1477.883	216.3664	1.140454	0.997099	0.00290105	2.780434
28770	-1256	-1471.502	215.502	0.9726152	0.998589	0.00141132	3.396673
28776	-1264.062	-1481.421	217.3593	1.177764	0.997449	0.00255071	2.132706
28782	-1265.945	-1484.138	218.1932	1.601566	0.976335	0.0236647	1.22777
28788	-1274.602	-1493.045	218.4429	1.601566	0.976335	0.0236647	1.000691
28794	-1272.714	-1491.094	218.3809	1.690371	0.977703	0.0222967	0.9735152
28800	-1272.84	-1491.281	218.4412	1.690371	0.985941	0.0140592	0.9091793
28806	-1271.937	-1490.378	218.4412	1.690371	0.926905	0.0730952	0.9091793
28812	-1268.812	-1487.174	218.362	1.639688	0.98799	0.0120101	1.042542
28818	-1270.761	-1488.904	218.1435	1.582276	0.985191	0.0148091	1.28505
28824	-1267.484	-1485.829	218.3458	1.582276	0.97904	0.0209595	1.111309
28830	-1272.301	-1489.056	216.7549	1.089659	0.985644	0.0143564	2.572751
28836	-1283.391	-1501.001	217.6097	1.327837	0.985644	0.0143564	1.865568
28842	-1284.922	-1502.589	217.6675	1.254244	0.99767	0.00233017	1.876366
28848	-1286.123	-1503.879	217.7554	1.166362	0.970735	0.0292655	1.876366
28854	-1271.619	-1489.233	217.6138	1.308108	0.99461	0.00539014	1.876211
28860	-1269.42	-1487.091	217.6704	1.459977	0.998868	0.00113231	1.73199
28866	-1281.374	-1499.433	218.0591	1.485535	0.998183	0.00181721	1.428554
28872	-1274.787	-1492.735	217.9481	1.512638	0.998183	0.00181721	1.492408
28878	-1269.436	-1487.529	218.0932	1.304793	0.992321	0.00767877	1.539186
28884	-1266.094	-1484.059	217.9645	1.540878	0.970065	0.0299351	1.458629
28890	-1287.149	-1505.489	218.3399	2.008619	0.674434	0.325566	0.5429091
28896	-1283.751	-1502.126	218.3755	1.90751	0.674434	0.325566	0.7093379
28902	-1266.992	-1485.323	218.3315	1.980496	0.980931	0.0190688	0.6551184
28908	-1278.256	-1496.572	218.3161	1.933073	0.963318	0.0366823	0.7622271
28914	-1279.954	-1498.113	218.1584	1.511563	0.519931	0.480069	1.330264
28920	-1270.347	-1488.658	218.3114	2.030903	0.989277	0.0107228	0.5726118
28926	-1259.241	-1477.511	218.2703	2.080739	0.989441	0.0105593	0.4791248
28932	-1267.394	-1485.686	218.2916	2.056283	0.985878	0.0141218	0.5464894
28938	-1263.724	-1482.032	218.3084	2.040864	0.987551	0.0124487	0.537498
28944	-1262.423	-1480.692	218.2697	2.024581	0.99807	0.00192976	0.6895546
28950	-1276.194	-1492.559	216.3649	1.073468	0.985355	0.0146447	2.822105
28956	-1276.193	-1493.713	217.5206	1.224617	0.981675	0.0183251	1.995354
28962	-1260.681	-1478.995	218.3142	2.024581	0.992326	0.00767378	0.5855606
28968	-1265.775	-1484.124	218.3494	1.955711	0.990112	0.00988772	0.6691619
28974	-1283.151	-1501.502	218.3509	1.957421	0.961455	0.038545	0.6625382
28980	-1261.18	-1479.574	218.3945	1.957421	0.972967	0.0270333	0.5015287
28986	-1260.571	-1478.932	218.3608	1.972961	0.972638	0.0273619	0.6015073
28992	-1255.421	-1473.787	218.3661	1.967636	0.98119	0.0188098	0.6017029
28998	-1254.366	-1472.637	218.2714	2.028758	0.99254	0.00745955	0.6787221
29004	-1274.67	-1492.928	218.2578	2.042353	0.987605	0.0123951	0.6787221
29010	-1261.878	-1480.286	218.4076	1.838704	0.980843	0.0191567	0.7663537
29016	-1259.469	-1477.877	218.4076	1.838704	0.989965	0.0100355	0.7663537
29022	-1247.195	-1465.647	218.4525	1.844034	0.989645	0.0103554	0.6855227
29028	-1263.898	-1482.47	218.5717	1.65436	0.977491	0.0225093	0.7944977
29034	-1257.071	-1475.441	218.3705	1.697648	0.983442	0.0165583	0.9767198
29040	-1260.534	-1478.952	218.4181	1.681193	0.987923	0.0120768	0.9441732
